,Symbol,Security Name
1753,FARO,faro technologies
1754,FAST,fastenal company
1755,FAT,fat brands
1756,FATBB,fat brands
1757,FATBP,fat brands
1758,FATBW,fat brands
1759,FATE,fate therapeutics
1760,FATP,fat projects acquisition
1761,FATPU,fat projects acquisition
1762,FATPW,fat projects acquisition
1763,FATT,fat tail risk etf
1764,FB,meta platforms
1765,FBIO,fortress biotech
1766,FBIOP,fortress biotech
1767,FBIZ,first business financial services
1768,FBMS,the first bancshares
1769,FBNC,first bancorp
1770,FBRX,forte biosciences
1771,FBZ,first trust brazil alphadex fund
1772,FCA,first trust china alphadex fund
1773,FCAL,first trust california municipal high
1774,FCAP,first capital
1775,FCBC,first community bankshares
1776,FCCO,first community
1777,FCEF,first trust cef
1778,FCEL,fuelcell energy
1779,FCFS,firstcash holdings
1780,FCNCA,first citizens bancshares
1781,FCNCO,first citizens bancshares
1782,FCNCP,first citizens bancshares
1783,FCRD,first eagle alternative capital bdc
1784,FCUV,focus universal
1785,FCVT,first trust ssi strategic convertible securities etf
1786,FDBC,fidelity d & d bancorp
1787,FDIV,first trust strategic
1788,FDMT,4d molecular therapeutics
1789,FDNI,first trust dow jones international internet etf
1790,FDT,first trust developed markets ex-us alphadex fund
1791,FDTS,first trust developed markets ex-us small cap alphadex fund
1792,FDUS,fidus investment
1793,FEIM,frequency electronics
1794,FELE,franklin electric co.
1795,FEM,first trust emerging markets alphadex fund
1796,FEMB,first trust emerging markets local currency bond etf
1797,FEMS,first trust emerging markets small cap alphadex fund
1798,FEMY,femasys
1799,FENC,fennec pharmaceuticals
1800,FEP,first trust europe alphadex fund
1801,FEUZ,first trust eurozone alphadex etf
1802,FEX,first trust large cap core alphadex fund
1803,FEXD,fintech ecosystem development
1804,FEXDR,fintech ecosystem development
1805,FEXDU,fintech ecosystem development
1806,FEXDW,fintech ecosystem development
1807,FFBC,first financial bancorp.
1808,FFBW,ffbw
1809,FFHL,"fuwei films (holdings) co.,"
1810,FFIC,flushing financial
1811,FFIE,faraday future intelligent electric
1812,FFIEW,faraday future intelligent electric
1813,FFIN,first financial bankshares
1814,FFIV,f5
1815,FFNW,first financial northwest
1816,FFWM,first foundation
1817,FGBI,first guaranty bancshares
1818,FGBIP,first guaranty bancshares
1819,FGEN,fibrogen
1820,FGF,fg financial group
1821,FGFPP,fg financial group
1822,FGM,first trust germany alphadex fund
1823,FHB,first hawaiian
1824,FHLT,future health esg
1825,FHLTU,future health esg
1826,FHLTW,future health esg
1827,FHTX,foghorn therapeutics
1828,FIAC,focus impact acquisition
1829,FIACU,focus impact acquisition
1830,FIACW,focus impact acquisition
1831,FIBK,first interstate bancsystem
1832,FICS,first trust international developed capital strength etf
1833,FICV,frontier investment
1834,FICVU,frontier investment
1835,FICVW,frontier investment
1836,FID,first trust s&p international dividend aristocrats etf
1837,FINM,marlin technology
1838,FINMU,marlin technology
1839,FINMW,marlin technology
1840,FINW,finwise bancorp
1841,FINX,global x fintech etf
1842,FISI,financial institutions
1843,FISV,fiserv
1844,FITB,fifth third bancorp
1845,FITBI,fifth third bancorp/1000th ownership interest perp pfd series i
1846,FITBO,"fifth third bancorp/1000th ownership interest in a share of non-cumulative perpetual preferred stock, series k"
1847,FITBP,"fifth third bancorp/40th share of fifth third 6.00% non-cumulative perpetual class b preferred stock, series a"
1848,FIVE,five below
1849,FIVN,five9
1850,FIVR,strategy shares nasdaq 5handl index etf
1851,FIXD,first trust tcw opportunistic fixed
1852,FIXX,homology medicines
1853,FIZZ,national beverage
1854,FJP,first trust japan alphadex fund
1855,FKU,first trust united kingdom alphadex fund
1856,FKWL,franklin wireless
1857,FLAC,frazier lifesciences acquisition
1858,FLACU,frazier lifesciences acquisition
1859,FLACW,frazier lifesciences acquisition
1860,FLDM,fluidigm
1861,FLEX,flex
1862,FLGC,flora growth
1863,FLGT,fulgent genetics
1864,FLIC,the first of long island
1865,FLL,full house resorts
1866,FLMN,falcon minerals
1867,FLMNW,falcon minerals
1868,FLN,first trust latin america alphadex fund
1869,FLNC,fluence energy
1870,FLNT,fluent
1871,FLUX,flux power holdings
1872,FLWS,1-800-flowers.com
1873,FLXS,flexsteel industries
1874,FLYW,flywire
1875,FMAO,farmers & merchants bancorp
1876,FMB,first trust managed municipal etf
1877,FMBH,first mid bancshares
1878,FMBI,first midwest bancorp
1879,FMBIO,first midwest bancorp
1880,FMBIP,first midwest bancorp
1881,FMHI,first trust municipal high
1882,FMIV,forum merger iv
1883,FMIVU,forum merger iv
1884,FMIVW,forum merger iv
1885,FMNB,farmers national banc
1886,FMTX,forma therapeutics holdings
1887,FNCB,fncb bancorp
1888,FNCH,finch therapeutics group
1889,FNGR,fingermotion
1890,FNHC,fednat holding company
1891,FNK,first trust mid cap value alphadex fund
1892,FNKO,funko
1893,FNLC,first bancorp
1894,FNVT,finnovate acquisition
1895,FNVTU,finnovate acquisition
1896,FNVTW,finnovate acquisition
1897,FNWB,first northwest bancorp
1898,FNWD,finward bancorp
1899,FNX,first trust mid cap core alphadex fund
1900,FNY,first trust mid cap growth alphadex fund
1901,FOCS,focus financial partners
1902,FOLD,amicus therapeutics
1903,FONR,fonar
1904,FORA,forian
1905,FORD,forward industries
1906,FORM,formfactor
1907,FORR,forrester research
1908,FORTY,formula systems (1985)
1909,FOSL,fossil group
1910,FOSLL,fossil group
1911,FOUN,founder spac
1912,FOUNU,founder spac
1913,FOUNW,founder spac
1914,FOX,fox
1915,FOXA,fox
1916,FOXF,fox factory holding
1917,FOXW,foxwayne enterprises acquisition
1918,FOXWU,foxwayne enterprises acquisition
1919,FOXWW,foxwayne enterprises acquisition
1920,FPA,first trust asia pacific ex-japan alphadex fund
1921,FPAY,flexshopper
1922,FPXE,first trust ipox europe equity opportunities etf
1923,FPXI,first trust international equity opportunities etf
1924,FRAF,franklin financial services
1925,FRBA,first bank 
1926,FRBK,republic first bancorp
1927,FRBNU,forbion european acquisition
1928,FREE,whole earth brands
1929,FREEW,whole earth brands
1930,FREQ,frequency therapeutics
1931,FRG,franchise group
1932,FRGAP,franchise group
1933,FRGI,fiesta restaurant group
1934,FRHC,freedom holding
1935,FRLA,fortune rise acquisition
1936,FRLAU,fortune rise acquisition
1937,FRLAW,fortune rise acquisition
1938,FRLN,freeline therapeutics holdings plc
1939,FRME,first merchants
1940,FROG,jfrog
1941,FRON,frontier acquisition
1942,FRONU,frontier acquisition
1943,FRONW,frontier acquisition
1944,FRPH,frp holdings
1945,FRPT,freshpet
1946,FRSG,first reserve sustainable growth
1947,FRSGU,first reserve sustainable growth
1948,FRSGW,first reserve sustainable growth
1949,FRSH,freshworks
1950,FRST,primis financial
1951,FRSX,foresight autonomous holdings
1952,FRTA,forterra
1953,FRW,pwp forward acquisition
1954,FRWAU,pwp forward acquisition
1955,FRWAW,pwp forward acquisition
1956,FSBC,five star bancorp
1957,FSBW,fs bancorp
1958,FSEA,first seacoast bancorp
1959,FSFG,first savings financial group
1960,FSLR,first solar
1961,FSRX,finserv acquisition
1962,FSRXU,finserv acquisition
1963,FSRXW,finserv acquisition
1964,FSSI,fortistar sustainable solutions
1965,FSSIU,fortistar sustainable solutions
1966,FSSIW,fortistar sustainable solutions
1967,FSTR,l.b. foster company
1968,FSTX,f-star therapeutics
1969,FSV,firstservice
1970,FSZ,first trust switzerland alphadex fund
1971,FTA,first trust large cap value alphadex fund
1972,FTAA,ftac athena acquisition
1973,FTAAU,ftac athena acquisition
1974,FTAAW,ftac athena acquisition
1975,FTAG,first trust indxx global agriculture etf
1976,FTC,first trust large cap growth alphadex fund
1977,FTCI,ftc solar
1978,FTCS,first trust capital strength etf
1979,FTCV,fintech acquisition
1980,FTCVU,fintech acquisition
1981,FTCVW,fintech acquisition
1982,FTDR,frontdoor
1983,FTEK,fuel tech
1984,FTFT,future fintech group
1985,FTGC,first trust global tactical commodity strategy fund
1986,FTHI,first trust buywrite
1987,FTHM,fathom holdings
1988,FTLB,first trust hedged buywrite
1989,FTNT,fortinet
1990,FTPA,ftac parnassus acquisition
1991,FTPAU,ftac parnassus acquisition
1992,FTPAW,ftac parnassus acquisition
1993,FTRI,first trust indxx global natural resources
1994,FTRP,field trip health
1995,FTSL,first trust senior loan fund etf
1996,FTSM,first trust enhanced short maturity etf
1997,FTVI,fintech acquisition
1998,FTVIU,fintech acquisition
1999,FTVIW,fintech acquisition
2000,FTXD,first trust nasdaq retail etf
2001,FTXG,first trust nasdaq food & beverage etf
2002,FTXH,first trust nasdaq pharmaceuticals etf
2003,FTXL,first trust nasdaq semiconductor etf
2004,FTXN,first trust nasdaq oil & gas etf
2005,FTXO,first trust nasdaq bank etf
2006,FTXR,first trust nasdaq transportation etf
2007,FULC,fulcrum therapeutics
2008,FULT,fulton financial
2009,FULTP,fulton financial
2010,FUNC,first united
2011,FUND,sprott focus trust
2012,FUSB,first us bancshares
2013,FUSN,fusion pharmaceuticals
2014,FUTU,futu holdings limited
2015,FUV,arcimoto
2016,FV,first trust dorsey wright focus 5 etf
2017,FVAM,5:01 acquisition
2018,FVC,first trust dorsey wright dynamic focus 5 etf
2019,FVCB,fvcbankcorp
2020,FVE,five star senior living
2021,FWAC,fifth wall acquisition
2022,FWBI,first wave biopharma
2023,FWONA,liberty media
2024,FWONK,liberty media
2025,FWP,forward pharma a/s
2026,FWRD,forward air
2027,FWRG,first watch restaurant group
2028,FXCO,financial strategies acquisition
2029,FXCOR,financial strategies acquisition
2030,FXCOW,financial strategies acquisition
2031,FXNC,first national
2032,FYBR,frontier communications parent
2033,FYC,first trust small cap growth alphadex fund
2034,FYT,first trust small cap value alphadex fund
2035,FYX,first trust small cap core alphadex fund
2036,GABC,german american bancorp
2037,GACQ,global consumer acquisition
2038,GACQU,global consumer acquisition
2039,GACQW,global consumer acquisition
2040,GAIA,gaia
2041,GAIN,gladstone investment
2042,GAINN,gladstone investment
2043,GAINZ,gladstone investment
2044,GALT,galectin therapeutics
2045,GAMB,gambling.com group limited
2046,GAMC,golden arrow merger
2047,GAMCU,golden arrow merger
2048,GAMCW,golden arrow merger
2049,GAME,engine gaming and media
2050,GAN,gan limited
2051,GANX,gain therapeutics
2052,GASS,stealthgas
2053,GATE,marblegate acquisition
2054,GATEU,marblegate acquisition
2055,GATEW,marblegate acquisition
2056,GBDC,golub capital bdc
2057,GBIO,generation bio co.
2058,GBNH,greenbrook tms
2059,GBNY,generations bancorp ny
2060,GBOX,greenbox pos
2061,GBRG,goldenbridge acquisition limited
2062,GBRGR,goldenbridge acquisition limited
2063,GBRGU,goldenbridge acquisition limited
2064,GBRGW,goldenbridge acquisition limited
2065,GBS,gbs
2066,GBT,global blood therapeutics
2067,GCAC,growth capital acquisition
2068,GCACU,growth capital acquisition
2069,GCACW,growth capital acquisition
2070,GCBC,greene county bancorp
2071,GCMG,gcm grosvenor
2072,GCMGW,gcm grosvenor
2073,GDEN,golden entertainment
2074,GDEV,nexters
2075,GDEVW,nexters
2076,GDNR,gardiner healthcare acquisitions
2077,GDNRU,gardiner healthcare acquisitions
2078,GDNRW,gardiner healthcare acquisitions
2079,GDRX,goodrx holdings
2080,GDS,gds holdings limited
2081,GDYN,grid dynamics holdings
2082,GECC,great elm capital
2083,GECCM,great elm capital
2084,GECCN,great elm capital
2085,GECCO,great elm capital
2086,GEEXU,games & esports experience acquisition
2087,GEG,great elm group
2088,GENC,gencor industries
2089,GENE,genetic technologies
2090,GENY,principal millennials etf
2091,GEOS,geospace technologies
2092,GERN,geron
2093,GET,getnet adquirencia e servicos para meios de pagamento s.a.
2094,GEVO,gevo
2095,GFAI,"guardforce ai co., limited"
2096,GFAIW,"guardforce ai co., limited"
2097,GFED,guaranty federal bancshares
2098,GFGDU,the growth for good acquisition
2099,GFGF,guru favorite stocks etf
2100,GFS,globalfoundries
2101,GGAAU,genesis growth tech acquisition
2102,GGAL,"grupo financiero galicia s.a., class b shares underlying"
2103,GGGV,g3 vrm acquisition
2104,GGGVR,g3 vrm acquisition
2105,GGGVU,g3 vrm acquisition
2106,GGMC,glenfarne merger
2107,GGMCU,glenfarne merger
2108,GGMCW,glenfarne merger
2109,GGPI,gores guggenheim
2110,GGPIU,gores guggenheim
2111,GGPIW,gores guggenheim
2112,GH,guardant health
2113,GHAC,gaming & hospitality acquisition
2114,GHACU,gaming & hospitality acquisition
2115,GHACW,gaming & hospitality acquisition
2116,GHIXU,gores holdings ix
2117,GHRS,gh research plc
2118,GHSI,guardion health sciences
2119,GIAC,gesher i acquisition
2120,GIACU,gesher i acquisition
2121,GIACW,gesher i acquisition
2122,GIFI,gulf island fabrication
2123,GIGE,sofi gig economy etf
2124,GIGM,gigamedia limited
2125,GIII,"g-iii apparel group,"
2126,GIIX,gores holdings viii
2127,GIIXU,gores holdings viii
2128,GIIXW,gores holdings viii
2129,GILD,gilead sciences
2130,GILT,gilat satellite networks
2131,GIPR,generation
2132,GIPRW,generation
2133,GIW,giginternational1
2134,GIWWU,giginternational1
2135,GIWWW,giginternational1
2136,GLAD,gladstone capital
2137,GLAQ,globis acquisition
2138,GLAQU,globis acquisition
2139,GLAQW,globis acquisition
2140,GLBE,global-e online
2141,GLBL,cartesian growth
2142,GLBLU,cartesian growth
2143,GLBLW,cartesian growth
2144,GLBS,globus maritime limited
2145,GLBZ,glen burnie bancorp
2146,GLDD,great lakes dredge & dock
2147,GLDI,credit suisse gold shares covered call exchange traded notes
2148,GLEE,gladstone acquisition
2149,GLEEU,gladstone acquisition
2150,GLEEW,gladstone acquisition
2151,GLG,td holdings
2152,GLHA,glass houses acquisition
2153,GLHAU,glass houses acquisition
2154,GLHAW,glass houses acquisition
2155,GLLI,globalink investment
2156,GLLIR,globalink investment
2157,GLLIU,globalink investment
2158,GLLIW,globalink investment
2159,GLMD,galmed pharmaceuticals
2160,GLNG,golar lng limited
2161,GLPG,galapagos nv
2162,GLPI,gaming and leisure properties
2163,GLRE,"greenlight reinsurance,"
2164,GLSI,greenwich lifesciences
2165,GLSPT,global spac partners co.
2166,GLSPU,global spac partners co.
2167,GLSPW,global spac partners co.
2168,GLTO,galecto
2169,GLUE,monte rosa therapeutics
2170,GLYC,glycomimetics
2171,GMAB,genmab a/s
2172,GMBL,esports entertainment group
2173,GMBLP,esports entertainment group
2174,GMBLW,esports entertainment group
2175,GMBT,queen's gambit growth capital
2176,GMBTU,queen's gambit growth capital
2177,GMBTW,queen's gambit growth capital
2178,GMDA,gamida cell
2179,GMFIU,aetherium acquisition
2180,GMTX,gemini therapeutics
2181,GMVD,g medical innovations holdings
2182,GMVDW,g medical innovations holdings
2183,GNAC,group nine acquisition
2184,GNACU,group nine acquisition
2185,GNACW,group nine acquisition
2186,GNCA,genocea biosciences
2187,GNFT,genfit s.a.
2188,GNLN,greenlane holdings
2189,GNMA,ishares gnma bond etf
2190,GNOG,golden nugget online gaming
2191,GNOM,global x genomics & biotechnology etf
2192,GNPX,genprex
2193,GNSS,genasys
2194,GNTA,genenta science s.p.a.
2195,GNTX,gentex
2196,GNTY,guaranty bancshares
2197,GNUS,genius brands international
2198,GO,grocery outlet holding
2199,GOBI,gobi acquisition
2200,GOCO,gohealth
2201,GOEV,canoo
2202,GOEVW,canoo
2203,GOGL,golden ocean group limited
2204,GOGO,gogo
2205,GOOD,gladstone commercial
2206,GOODN,gladstone commercial
2207,GOODO,gladstone commercial
2208,GOOG,alphabet
2209,GOOGL,alphabet
2210,GOSS,gossamer bio
2211,GOVX,geovax labs
2212,GOVXW,geovax labs
2213,GP,greenpower motor company
2214,GPAC,global partner acquisition
2215,GPACU,global partner acquisition
2216,GPACW,global partner acquisition
2217,GPCO,golden path acquisition
2218,GPCOR,golden path acquisition
2219,GPCOU,golden path acquisition
2220,GPCOW,golden path acquisition
2221,GPP,green plains partners lp
2222,GPRE,green plains
2223,GPRO,gopro
2224,GRAB,grab holdings limited
2225,GRABW,grab holdings limited
2226,GRAY,graybug vision
2227,GRCL,gracell biotechnologies
2228,GRCY,greencity acquisition
2229,GRCYU,greencity acquisition
2230,GRCYW,greencity acquisition
2231,GREE,greenidge generation holdings
2232,GREEL,greenidge generation holdings
2233,GRFS,"grifols, s.a."
2234,GRID,first trust nasdaq clean edge smart grid infrastructure index fund
2235,GRIL,muscle maker
2236,GRIN,grindrod shipping holdings
2237,GRNQ,greenpro capital
2238,GROM,grom social enterprises
2239,GROMW,grom social enterprises
2240,GROW,u.s. global investors
2241,GRPH,graphite bio
2242,GRPN,groupon
2243,GRTS,gritstone bio
2244,GRTX,galera therapeutics
2245,GRUB,just eat takeaway.com n.v.
2246,GRVI,grove
2247,GRVY,"gravity co.,"
2248,GRWG,growgeneration
2249,GSAQ,global synergy acquisition
2250,GSAQU,global synergy acquisition
2251,GSAQW,global synergy acquisition
2252,GSBC,great southern bancorp
2253,GSEV,gores holdings vii
2254,GSEVU,gores holdings vii
2255,GSEVW,gores holdings vii
2256,GSHD,goosehead insurance
2257,GSIT,gsi technology
2258,GSKY,greensky
2259,GSM,ferroglobe plc
2260,GSMG,glory star new media group holdings limited
2261,GSMGW,glory star new media group holdings limited
2262,GT,the goodyear tire & rubber company
2263,GTAC,global technology acquisition
2264,GTACU,global technology acquisition
2265,GTACW,global technology acquisition
2266,GTBP,gt biopharma
2267,GTEC,greenland technologies holding
2268,GTH,genetron holdings limited
2269,GTHX,g1 therapeutics
2270,GTIM,good times restaurants
2271,GTLB,gitlab
2272,GTPA,gores technology partners
2273,GTPAU,gores technology partners
2274,GTPAW,gores technology partners
2275,GTPB,gores technology partners ii
2276,GTPBU,gores technology partners ii
2277,GTPBW,gores technology partners ii
2278,GTR,wisdomtree target range fund
2279,GTX,garrett motion
2280,GTXAP,garrett motion
2281,GTYH,gty technology holdings
2282,GURE,gulf resources
2283,GVCI,green visor financial technology acquisition
2284,GVCIU,green visor financial technology acquisition
2285,GVCIW,green visor financial technology acquisition
2286,GVP,gse systems
2287,GWGH,gwg holdings
2288,GWII,good works ii acquisition
2289,GWIIW,good works ii acquisition
2290,GWRS,global water resources
2291,GXII,gx acquisition
2292,GXIIU,gx acquisition
2293,GXIIW,gx acquisition
2294,GXTG,global x thematic growth etf
2295,GYRO,"gyrodyne , llc"
2296,HA,hawaiian holdings
2297,HAAC,health assurance acquisition
2298,HAACU,health assurance acquisition
2299,HAACW,health assurance acquisition
2300,HAFC,hanmi financial
2301,HAIAU,healthcare ai acquisition
2302,HAIN,the hain celestial group
2303,HALL,hallmark financial services
2304,HALO,halozyme therapeutics
2305,HAPP,happiness development group limited
2306,HARP,harpoon therapeutics
2307,HAS,hasbro
2308,HAYN,haynes international
2309,HBAN,huntington bancshares
2310,HBANM,huntington bancshares
2311,HBANP,huntington bancshares
2312,HBCP,home bancorp
2313,HBIO,harvard bioscience
2314,HBMD,howard bancorp
2315,HBNC,horizon bancorp
2316,HBP,huttig building products
2317,HBT,hbt financial
2318,HCAR,healthcare services acquisition
2319,HCARU,healthcare services acquisition
2320,HCARW,healthcare services acquisition
2321,HCAT,health catalyst
2322,HCCC,healthcare capital
2323,HCCCU,healthcare capital
2324,HCCCW,healthcare capital
2325,HCCI,heritage-crystal clean
2326,HCDI,harbor custom development
2327,HCDIP,harbor custom development
2328,HCDIW,harbor custom development
2329,HCDIZ,harbor custom development
2330,HCIC,hennessy capital investment
2331,HCICU,hennessy capital investment
2332,HCICW,hennessy capital investment
2333,HCII,hudson executive investment
2334,HCIIU,hudson executive investment
2335,HCIIW,hudson executive investment
2336,HCKT,the hackett group
2337,HCM,hutchmed (china) limited
2338,HCMAU,hcm acquisition
2339,HCNE,jaws hurricane acquisition
2340,HCNEU,jaws hurricane acquisition
2341,HCNEW,jaws hurricane acquisition
2342,HCP,hashicorp
2343,HCSG,healthcare services group
2344,HCTI,healthcare triangle
2345,HCVI,hennessy capital investment
2346,HCVIU,hennessy capital investment
2347,HCVIW,hennessy capital investment
2348,HCWB,hcw biologics
2349,HDSN,hudson technologies
2350,HEAR,turtle beach
2351,HEES,h&e equipment services
2352,HELE,helen of troy limited
2353,HEPA,hepion pharmaceuticals
2354,HEPS,d-market electronic services & trading
2355,HERA,ftac hera acquisition
2356,HERAU,ftac hera acquisition
2357,HERAW,ftac hera acquisition
2358,HERD,pacer cash cows fund of funds etf
2359,HERO,global x video games & esports etf
2360,HEWG,ishares currency hedged msci germany etf
2361,HEXO,hexo
2362,HFBL,home federal bancorp
2363,HFFG,hf foods group
2364,HFWA,heritage financial
2365,HGBL,heritage global
2366,HGEN,humanigen
2367,HGSH,china hgs real estate
2368,HHGC,hhg capital
2369,HHGCR,hhg capital
2370,HHGCU,hhg capital
2371,HHGCW,hhg capital
2372,HHR,headhunter group plc
2373,HHS,harte-hanks
2374,HIBB,hibbett
2375,HIFS,hingham institution for savings
2376,HIHO,highway holdings limited
2377,HIII,hudson executive investment
2378,HIIIU,hudson executive investment
2379,HIIIW,hudson executive investment
2380,HILS,hillstream biopharma
2381,HIMX,himax technologies
2382,HITI,high tide
2383,HIVE,hive blockchain technologies
2384,HLAH,hamilton lane alliance holdings i
2385,HLAHU,hamilton lane alliance holdings i
2386,HLAHW,hamilton lane alliance holdings i
2387,HLAL,wahed ftse usa shariah etf
2388,HLBZ,helbiz
2389,HLBZW,helbiz
2390,HLG,hailiang education group
2391,HLIT,harmonic
2392,HLMN,hillman solutions
2393,HLNE,hamilton lane
2394,HLTH,cue health
2395,HLXA,helix acquisition
2396,HMCO,humanco acquisition
2397,HMCOU,humanco acquisition
2398,HMCOW,humanco acquisition
2399,HMHC,houghton mifflin harcourt company
2400,HMNF,hmn financial
2401,HMPT,home point capital
2402,HMST,homestreet
2403,HMTV,hemisphere media group
2404,HNDL,strategy shares nasdaq 7handl index etf
2405,HNNA,hennessy advisors
2406,HNNAZ,hennessy advisors
2407,HNRG,hallador energy company
2408,HNST,the honest company
2409,HOFT,hooker furnishings
2410,HOFV,hall of fame resort & entertainment company
2411,HOFVW,hall of fame resort & entertainment company
2412,HOLI,"hollysys automation technologies,"
2413,HOLX,hologic
2414,HON,honeywell international
2415,HONE,harborone bancorp
2416,HOOD,robinhood markets
2417,HOOK,hookipa pharma
2418,HOPE,hope bancorp
2419,HORIU,emerging markets horizon
2420,HOTH,hoth therapeutics
2421,HOUR,hour loop
2422,HOVNP,hovnanian enterprises
2423,HOWL,werewolf therapeutics
2424,HPK,highpeak energy
2425,HPKEW,highpeak energy
2426,HPLT,home plate acquisition
2427,HPLTU,home plate acquisition
2428,HPLTW,home plate acquisition
2429,HQI,hirequest
2430,HQY,healthequity
2431,HRMY,harmony biosciences holdings
2432,HROW,harrow health
2433,HROWL,harrow health
2434,HRTX,heron therapeutics
2435,HRZN,horizon technology finance
2436,HSAQ,health sciences acquisitions
2437,HSDT,helius medical technologies
2438,HSIC,henry schein
2439,HSII,heidrick & struggles international
2440,HSKA,heska
2441,HSON,hudson global
2442,HST,host hotels 
2443,HSTM,healthstream
2444,HSTO,histogen
2445,HTBI,hometrust bancshares
2446,HTBK,heritage commerce
2447,HTBX,heat biologics
2448,HTGM,htg molecular diagnostics
2449,HTHT,huazhu group limited
2450,HTIA,healthcare trust
2451,HTIBP,healthcare trust
2452,HTLD,heartland express
2453,HTLF,heartland financial usa
2454,HTLFP,heartland financial usa
2455,HTOO,fusion fuel green plc
2456,HTOOW,fusion fuel green plc
2457,HTZ,hertz global holdings
2458,HTZWW,hertz global holdings
2459,HUBG,hub group
2460,HUDI,"huadi international group co.,"
2461,HUGE,fsd pharma
2462,HUIZ,huize holding limited
2463,HUMA,humacyte
2464,HUMAW,humacyte
2465,HURC,hurco companies
2466,HURN,huron consulting group
2467,HUSN,hudson capital
2468,HUT,hut 8 mining
2469,HVBC,hv bancorp
2470,HWBK,hawthorn bancshares
2471,HWC,hancock whitney
2472,HWCPZ,hancock whitney
2473,HWEL,healthwell acquisition
2474,HWELU,healthwell acquisition
2475,HWELW,healthwell acquisition
2476,HWKN,hawkins
2477,HYAC,haymaker acquisition
2478,HYACU,haymaker acquisition
2479,HYACW,haymaker acquisition
2480,HYDR,global x hydrogen etf
2481,HYFM,hydrofarm holdings group
2482,HYLS,first trust tactical high yield etf
2483,HYMC,hycroft mining holding
2484,HYMCL,hycroft mining holding
2485,HYMCW,hycroft mining holding
2486,HYMCZ,hycroft mining holding
2487,HYPR,hyperfine
2488,HYRE,hyrecar
2489,HYW,hywin holdings
2490,HYXF,ishares esg advanced high yield
2491,HYZD,wisdomtree interest rate hedged high yield bond fund
2492,HYZN,hyzon motors
2493,HYZNW,hyzon motors
2494,HZNP,horizon therapeutics public limited company
2495,IAC,iac/interactivecorp
2496,IART,integra lifesciences holdings
2497,IAS,integral ad science holding
2498,IBB,ishares biotechnology etf
2499,IBBQ,invesco nasdaq biotechnology etf
2500,IBCP,independent bank
2501,IBET,ibet sports betting and gaming etf
2502,IBEX,ibex limited
2503,IBKR,interactive brokers group
2504,IBOC,international bancshares
2505,IBRX,immunitybio
2506,IBTB,ishares ibonds dec 2022 term treasury etf
2507,IBTD,ishares ibonds dec 2023 term treasury etf
2508,IBTE,ishares ibonds dec 2024 term treasury etf
2509,IBTF,ishares ibonds dec 2025 term treasury etf
2510,IBTG,ishares ibonds dec 2026 term treasury etf
2511,IBTH,ishares ibonds dec 2027 term treasury etf
2512,IBTI,ishares ibonds dec 2028 term treasury etf
2513,IBTJ,ishares ibonds dec 2029 term treasury etf
2514,IBTK,ishares ibonds dec 2030 term treasury etf
2515,IBTL,ishares ibonds dec 2031 term treasury etf
2516,IBTX,independent bank group
2517,ICAD,icad
2518,ICCC,immucell
2519,ICCH,icc holdings
2520,ICCM,icecure medical
2521,ICFI,icf international
2522,ICHR,ichor holdings
2523,ICLK,iclick interactive asia group limited
2524,ICLN,ishares s&p global clean energy index fund
2525,ICLR,icon plc
2526,ICMB,investcorp credit management bdc
2527,ICPT,intercept pharmaceuticals
2528,ICUI,icu medical
2529,ICVX,icosavax
2530,IDBA,idex biometrics asa
2531,IDCC,interdigital
2532,IDEX,ideanomics
2533,IDLB,invesco ftse international low beta equal weight etf
2534,IDN,intellicheck
2535,IDRA,idera pharmaceuticals
2536,IDXX,idexx laboratories
2537,IDYA,ideaya biosciences
2538,IEA,infrastructure and energy alternatives
2539,IEAWW,infrastructure and energy alternatives
2540,IEF,ishares 7-10 year treasury bond etf
2541,IEI,ishares 3-7 year treasury bond etf
2542,IEP,icahn enterprises l.p.
2543,IESC,ies holdings
2544,IEUS,ishares msci europe small-cap etf
2545,IFBD,"infobird co.,"
2546,IFGL,ishares ftse epra/nareit global real estate ex-u.s. index fund
2547,IFRX,inflarx n.v.
2548,IFV,first trust dorsey wright international focus 5 etf
2549,IGAC,ig acquisition
2550,IGACU,ig acquisition
2551,IGACW,ig acquisition
2552,IGAP,integrity applications
2553,IGF,ishares global infrastructure etf
2554,IGIB,ishares 5-10 year investment grade
2555,IGIC,international general insurance holdings
2556,IGICW,international general insurance holdings
2557,IGMS,igm biosciences
2558,IGNY,ignyte acquisition
2559,IGNYU,ignyte acquisition
2560,IGNYW,ignyte acquisition
2561,IGOV,ishares international treasury bond etf
2562,IGSB,ishares 1-5 year investment grade
2563,IGTA,inception growth acquisition limited
2564,IGTAR,inception growth acquisition limited
2565,IGTAU,inception growth acquisition limited
2566,IGTAW,inception growth acquisition limited
2567,IHRT,iheartmedia
2568,IHYF,invesco high yield bond factor etf
2569,III,information services group
2570,IIII,insu acquisition
2571,IIIIU,insu acquisition
2572,IIIIW,insu acquisition
2573,IIIV,i3 verticals
2574,IIN,intricon
2575,IINN,inspira technologies oxy b.h.n.
2576,IINNW,inspira technologies oxy b.h.n.
2577,IIVI,ii-vi
2578,IIVIP,ii-vi
2579,IJT,ishares s&p small-cap 600 growth etf
2580,IKNA,ikena oncology
2581,IKT,inhibikase therapeutics
2582,ILMN,illumina
2583,ILPT,industrial logistics properties trust
